Type,Project,ModelBalance,tn,fp,fn,tp,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_roc_score
within,incubatordubbo,MLPBorderlineSMOTE,1532.0,131.0,9.0,9.0,0.05896098182862889,0.55,0.9167265426880812,0.08327345731191885,0.10450178476494265,0.1552852318385134,0.7398834860399682
within,incubatordubbo,MLPSMOTE,1481.0,182.0,7.0,11.0,0.06481351236146633,0.6,0.8876232741617358,0.1147576782192167,0.1141640444272023,0.16661805115184297,0.8425293990332587
within,incubatordubbo,MLPrandomover,1503.0,160.0,5.0,13.0,0.0799303561935141,0.75,0.9018737672583826,0.10288813750352213,0.14341990939817026,0.22189119712950034,0.8790473270326815
within,incubatordubbo,MLP,1663.0,0.0,18.0,0.0,0.0,0.0,0.9892927585235277,0.0,0.0,0.0,0.3972061900295794
within,incubatordubbo,MLPADASYN,1504.0,159.0,4.0,14.0,0.08662030951504636,0.8,0.9030748098055792,0.10287757114680192,0.15433583959899752,0.2393256107476847,0.7975795397157492
within,undertow,naiveBayesBorderlineSMOTE,18.0,24.0,1.0,5.0,0.13999999999999999,0.5,0.485,0.595,0.21333333333333332,0.08623724356957946,0.525
within,undertow,naiveBayesSMOTE,22.0,20.0,1.0,5.0,0.14833333333333332,0.5,0.57,0.51,0.22333333333333333,0.10206207261596575,0.525
within,undertow,naiveBayesrandomover,40.0,2.0,5.0,1.0,0.05,0.1,0.8550000000000001,0.065,0.06666666666666667,0.06123724356957946,0.525
within,undertow,naiveBayes,42.0,0.0,6.0,0.0,0.0,0.0,0.8800000000000001,0.0,0.0,0.0,0.525
within,undertow,naiveBayesADASYN,23.0,19.0,1.0,5.0,0.215,0.5,0.585,0.495,0.2733333333333333,0.16123724356957947,0.525
within,undertow,decisionTreeBorderlineSMOTE,37.0,5.0,4.0,2.0,0.15,0.2,0.8150000000000001,0.14500000000000002,0.16666666666666666,0.13623724356957947,0.375
within,undertow,decisionTreeSMOTE,38.0,4.0,5.0,1.0,0.1,0.1,0.8150000000000001,0.10500000000000001,0.1,0.05,0.325
within,undertow,decisionTreerandomover,39.0,3.0,4.0,2.0,0.15,0.2,0.8600000000000001,0.1,0.16666666666666666,0.13623724356957947,0.375
within,undertow,decisionTree,39.0,3.0,6.0,0.0,0.0,0.0,0.82,0.06000000000000001,0.0,-0.05,0.3125
within,undertow,decisionTreeADASYN,38.0,4.0,6.0,0.0,0.0,0.0,0.8,0.08,0.0,-0.05,0.275
within,undertow,randomForestBorderlineSMOTE,39.0,3.0,4.0,2.0,0.15,0.2,0.8600000000000001,0.1,0.16666666666666666,0.13623724356957947,0.5
within,undertow,randomForestSMOTE,39.0,3.0,4.0,2.0,0.15,0.2,0.8600000000000001,0.1,0.16666666666666666,0.13623724356957947,0.45
within,undertow,randomForestrandomover,39.0,3.0,5.0,1.0,0.1,0.1,0.8400000000000001,0.08,0.1,0.05,0.525
within,undertow,randomForest,40.0,2.0,6.0,0.0,0.0,0.0,0.8400000000000001,0.04,0.0,-0.025,0.525
within,undertow,randomForestADASYN,39.0,3.0,4.0,2.0,0.15,0.2,0.8600000000000001,0.1,0.16666666666666666,0.13623724356957947,0.5
within,undertow,SVMBorderlineSMOTE,34.0,8.0,3.0,3.0,0.25,0.3,0.7699999999999999,0.22999999999999998,0.26666666666666666,0.21123724356957946,0.45
within,undertow,SVMSMOTE,34.0,8.0,3.0,3.0,0.25,0.3,0.7699999999999999,0.22999999999999998,0.26666666666666666,0.21123724356957946,0.5
within,undertow,SVMrandomover,34.0,8.0,3.0,3.0,0.25,0.3,0.7699999999999999,0.22999999999999998,0.26666666666666666,0.21123724356957946,0.475
within,undertow,SVM,39.0,3.0,6.0,0.0,0.0,0.0,0.82,0.06000000000000001,0.0,-0.05,0.475
within,undertow,SVMADASYN,34.0,8.0,3.0,3.0,0.25,0.3,0.7699999999999999,0.22999999999999998,0.26666666666666666,0.21123724356957946,0.5
within,undertow,adaboostBorderlineSMOTE,39.0,3.0,4.0,2.0,0.2,0.2,0.8600000000000001,0.1,0.2,0.15,0.375
within,undertow,adaboostSMOTE,38.0,4.0,5.0,1.0,0.1,0.1,0.82,0.1,0.1,0.05,0.35
within,undertow,adaboostrandomover,40.0,2.0,6.0,0.0,0.0,0.0,0.8400000000000001,0.04,0.0,-0.05,0.375
within,undertow,adaboost,38.0,4.0,6.0,0.0,0.0,0.0,0.8,0.08,0.0,-0.075,0.325
within,undertow,adaboostADASYN,39.0,3.0,5.0,1.0,0.1,0.1,0.8400000000000001,0.08,0.1,0.05,0.275
within,undertow,MLPBorderlineSMOTE,34.0,8.0,3.0,3.0,0.25,0.3,0.7699999999999999,0.22999999999999998,0.26666666666666666,0.21123724356957946,0.525
within,undertow,MLPSMOTE,35.0,7.0,3.0,3.0,0.2,0.3,0.79,0.21000000000000002,0.2333333333333333,0.22247448713915893,0.525
within,undertow,MLPrandomover,35.0,7.0,3.0,3.0,0.2,0.3,0.79,0.21000000000000002,0.2333333333333333,0.22247448713915893,0.525
within,undertow,MLP,39.0,3.0,5.0,1.0,0.1,0.1,0.8400000000000001,0.08,0.1,0.05,0.5
within,undertow,MLPADASYN,36.0,6.0,5.0,1.0,0.1,0.1,0.77,0.15,0.1,0.05,0.525
within,ninja,naiveBayesBorderlineSMOTE,330.0,6.0,12.0,4.0,0.08,0.2,0.9488888888888889,0.02857142857142857,0.1142857142857143,0.12060453783110545,0.9806372549019609
within,ninja,naiveBayesSMOTE,304.0,32.0,0.0,16.0,0.34785714285714286,1.0,0.909047619047619,0.13634920634920636,0.5070634920634921,0.5552729337010944,0.9746657754010695
within,ninja,naiveBayesrandomover,304.0,32.0,0.0,16.0,0.34785714285714286,1.0,0.909047619047619,0.13634920634920636,0.5070634920634921,0.5552729337010944,0.9761363636363637
within,ninja,naiveBayes,336.0,0.0,16.0,0.0,0.0,0.0,0.9546031746031746,0.0,0.0,0.0,0.9776069518716577
within,ninja,decisionTreeBorderlineSMOTE,329.0,7.0,0.0,16.0,0.8,1.0,0.9801587301587302,0.06523809523809523,0.8633333333333333,0.8735481043230952,0.9933600713012478
within,ninja,decisionTreeSMOTE,329.0,7.0,0.0,16.0,0.8,1.0,0.9801587301587302,0.06523809523809523,0.8633333333333333,0.8735481043230952,0.9933600713012478
within,ninja,decisionTreerandomover,329.0,7.0,0.0,16.0,0.8,1.0,0.9801587301587302,0.06523809523809523,0.8633333333333333,0.8735481043230952,0.9933600713012478
within,ninja,decisionTree,329.0,7.0,0.0,16.0,0.8,1.0,0.9801587301587302,0.06523809523809523,0.8633333333333333,0.8735481043230952,0.9933600713012478
within,ninja,randomForestBorderlineSMOTE,329.0,7.0,0.0,16.0,0.7833333333333333,1.0,0.9801587301587302,0.06523809523809523,0.86,0.8676029807846352,0.9955659536541889
within,ninja,randomForestSMOTE,330.0,6.0,0.0,16.0,0.8166666666666667,1.0,0.9830158730158731,0.062380952380952384,0.8800000000000001,0.8871999555638983,0.9970365418894831
within,ninja,randomForestnearmissunder1,304.0,32.0,0.0,16.0,0.5215151515151515,1.0,0.9097619047619048,0.13563492063492064,0.6274358974358976,0.6614934250744031,0.9726158645276293
within,ninja,randomForestrandomunder,312.0,24.0,0.0,16.0,0.3933333333333333,1.0,0.9318253968253968,0.11357142857142857,0.5619047619047619,0.6024763795451332,0.9903297682709447
within,ninja,randomForestrandomover,330.0,6.0,0.0,16.0,0.8166666666666667,1.0,0.9830158730158731,0.062380952380952384,0.8800000000000001,0.8871999555638983,0.9970365418894831
within,ninja,randomForest,330.0,6.0,0.0,16.0,0.8166666666666667,1.0,0.9830158730158731,0.062380952380952384,0.8800000000000001,0.8871999555638983,0.9955659536541889
within,ninja,randomForestnearmissunder2,309.0,27.0,0.0,16.0,0.5515151515151515,1.0,0.9237301587301587,0.12166666666666667,0.6593406593406593,0.6893101321441779,0.9770276292335115
within,ninja,randomForestnearmissunder3,110.0,226.0,0.0,16.0,0.06892302142302142,1.0,0.35857142857142854,0.6868253968253968,0.12788187010154972,0.13540644238486765,0.7611853832442067
within,ninja,SVMBorderlineSMOTE,330.0,6.0,11.0,5.0,0.15,0.25,0.9518253968253967,0.031190476190476192,0.18333333333333332,0.1800281065894262,0.9836229946524064
within,ninja,SVMSMOTE,316.0,20.0,0.0,16.0,0.4533333333333333,1.0,0.9432539682539682,0.10214285714285713,0.618095238095238,0.6498808383319239,0.9835338680926915
within,ninja,SVMrandomover,316.0,20.0,0.0,16.0,0.4533333333333333,1.0,0.9432539682539682,0.10214285714285713,0.618095238095238,0.6498808383319239,0.9835338680926915
within,ninja,SVM,333.0,3.0,15.0,1.0,0.05,0.05,0.9489682539682539,0.01119047619047619,0.05,0.03873721991175034,0.9775623885918003
within,ninja,adaboostBorderlineSMOTE,329.0,7.0,0.0,16.0,0.7833333333333333,1.0,0.9801587301587302,0.06523809523809523,0.86,0.8676029807846352,0.9955659536541889
within,ninja,adaboostSMOTE,329.0,7.0,0.0,16.0,0.7666666666666667,1.0,0.9801587301587302,0.06523809523809523,0.8466666666666667,0.8568630101658219,0.9970365418894831
within,ninja,adaboostrandomover,329.0,7.0,0.0,16.0,0.7666666666666667,1.0,0.9801587301587302,0.06523809523809523,0.8466666666666667,0.8568630101658219,0.9970365418894831
within,ninja,adaboost,330.0,6.0,0.0,16.0,0.8166666666666667,1.0,0.9830158730158731,0.062380952380952384,0.8800000000000001,0.8871999555638983,0.9955659536541889
within,ninja,MLPBorderlineSMOTE,329.0,7.0,8.0,8.0,0.44000000000000006,0.5,0.9575396825396826,0.04261904761904762,0.4404761904761905,0.44145898842266834,0.9896836007130124
within,ninja,MLPSMOTE,314.0,22.0,0.0,16.0,0.43,1.0,0.9375396825396825,0.10785714285714285,0.5942857142857142,0.6300496609013005,0.9836229946524064
within,ninja,MLPrandomover,314.0,22.0,0.0,16.0,0.43,1.0,0.9375396825396825,0.10785714285714285,0.5942857142857142,0.6300496609013005,0.9836229946524064
within,ninja,MLP,332.0,4.0,12.0,4.0,0.35,0.3,0.9546825396825398,0.02261904761904762,0.31666666666666665,0.30417827120446644,0.9836229946524064
within,httprequest,naiveBayesBorderlineSMOTE,3.0,140.0,0.0,18.0,0.11438375350140055,1.0,0.13051470588235295,0.98125,0.20422256621947027,0.02404471501519962,0.5657142857142857
within,httprequest,naiveBayesSMOTE,1.0,142.0,0.0,18.0,0.11259803921568627,1.0,0.11801470588235294,0.99375,0.20144478844169247,0.009759000729485334,0.7
within,httprequest,naiveBayesrandomover,1.0,142.0,0.0,18.0,0.11259803921568627,1.0,0.11801470588235294,0.99375,0.20144478844169247,0.009759000729485334,0.6338095238095238
within,httprequest,naiveBayes,143.0,0.0,18.0,0.0,0.0,0.0,0.8882352941176471,0.0,0.0,0.0,0.6264285714285714
within,httprequest,naiveBayesADASYN,15.0,128.0,0.0,18.0,0.12494047619047619,1.0,0.20514705882352943,0.9066176470588235,0.22064659197012135,0.10975131002761751,0.5345238095238094
within,httprequest,decisionTreeBorderlineSMOTE,132.0,11.0,9.0,9.0,0.25666666666666665,0.45,0.8757352941176471,0.12352941176470589,0.3238095238095238,0.2930841176497539,0.9601190476190476
within,httprequest,decisionTreeSMOTE,129.0,14.0,5.0,13.0,0.54,0.75,0.8816176470588235,0.16764705882352943,0.5888095238095239,0.5669789470083717,0.9539285714285715
within,httprequest,decisionTreerandomover,130.0,13.0,1.0,17.0,0.6483333333333334,0.95,0.9128676470588235,0.18639705882352942,0.7471428571428571,0.733336954409743,0.9401190476190477
within,httprequest,decisionTree,132.0,11.0,12.0,6.0,0.26166666666666666,0.3,0.8566176470588236,0.10588235294117647,0.25857142857142856,0.21068757916280895,0.9151190476190477
within,httprequest,decisionTreeADASYN,134.0,9.0,12.0,6.0,0.25833333333333336,0.3,0.8691176470588236,0.09338235294117647,0.26,0.2197304404960842,0.9164285714285715
within,httprequest,randomForestBorderlineSMOTE,133.0,10.0,9.0,9.0,0.42333333333333323,0.5,0.8816176470588235,0.11764705882352941,0.43380952380952387,0.3940806003614186,0.9488095238095238
within,httprequest,randomForestSMOTE,132.0,11.0,5.0,13.0,0.5483333333333332,0.75,0.9003676470588236,0.1488970588235294,0.6171428571428572,0.589470913924027,0.9452380952380952
within,httprequest,randomForestnearmissunder1,54.0,89.0,8.0,10.0,0.09043512043512043,0.5,0.39742647058823527,0.6143382352941177,0.1529070929070929,-0.055858274832578395,0.5123809523809524
within,httprequest,randomForestrandomunder,118.0,25.0,2.0,16.0,0.4595238095238095,0.9,0.8338235294117646,0.2536764705882353,0.5950000000000001,0.5614077544473373,0.8920238095238096
within,httprequest,randomForestrandomover,132.0,11.0,2.0,16.0,0.6649999999999999,0.9,0.9191176470588236,0.16764705882352943,0.7471428571428571,0.7252933503138285,0.9411904761904761
within,httprequest,randomForest,133.0,10.0,14.0,4.0,0.19166666666666665,0.2,0.8503676470588235,0.08713235294117647,0.18,0.12462519385298795,0.9207142857142857
within,httprequest,randomForestnearmissunder2,77.0,66.0,5.0,13.0,0.16468253968253968,0.75,0.5584558823529411,0.4908088235294118,0.2687373737373737,0.16808148268826645,0.7852380952380951
within,httprequest,randomForestADASYN,134.0,9.0,9.0,9.0,0.3966666666666666,0.45,0.8878676470588236,0.11213235294117647,0.37761904761904763,0.36067842828542257,0.955952380952381
within,httprequest,randomForestnearmissunder3,84.0,59.0,8.0,10.0,0.15634920634920635,0.55,0.5834558823529411,0.42904411764705885,0.23953102453102454,0.09412880616593525,0.5923809523809523
within,httprequest,SVMBorderlineSMOTE,106.0,37.0,5.0,13.0,0.27190476190476187,0.75,0.7393382352941177,0.31066176470588236,0.38873015873015876,0.3305387192131047,0.7757142857142857
within,httprequest,SVMSMOTE,97.0,46.0,5.0,13.0,0.23888888888888887,0.75,0.6834558823529411,0.36654411764705885,0.3516017316017316,0.2813685526397891,0.785952380952381
within,httprequest,SVMrandomover,96.0,47.0,4.0,14.0,0.251984126984127,0.8,0.6838235294117647,0.3786764705882353,0.37271284271284266,0.3103741486887698,0.7826190476190475
within,httprequest,SVM,143.0,0.0,18.0,0.0,0.0,0.0,0.8882352941176471,0.0,0.0,0.0,0.7790476190476191
within,httprequest,SVMADASYN,111.0,32.0,8.0,10.0,0.22833333333333336,0.5,0.7518382352941176,0.2606617647058823,0.31142857142857144,0.21190269698081185,0.6542857142857142
within,httprequest,adaboostBorderlineSMOTE,131.0,12.0,4.0,14.0,0.5633333333333334,0.8,0.9003676470588236,0.16139705882352942,0.6242857142857143,0.6077201825847331,0.9564285714285715
within,httprequest,adaboostSMOTE,130.0,13.0,1.0,17.0,0.6133333333333334,0.95,0.9128676470588235,0.18639705882352942,0.7242857142857144,0.7146315452786187,0.9738095238095239
within,httprequest,adaboostrandomover,130.0,13.0,1.0,17.0,0.6133333333333334,0.95,0.9128676470588235,0.18639705882352942,0.7242857142857143,0.7146315452786187,0.9738095238095239
within,httprequest,adaboost,131.0,12.0,8.0,10.0,0.3633333333333333,0.5,0.8753676470588235,0.13639705882352943,0.39095238095238094,0.357760839038605,0.9671428571428571
within,httprequest,adaboostADASYN,132.0,11.0,8.0,10.0,0.48,0.5,0.8816176470588235,0.13088235294117648,0.43428571428571433,0.4128213345642691,0.9546428571428571
within,httprequest,MLPBorderlineSMOTE,97.0,46.0,8.0,10.0,0.18345238095238095,0.55,0.6643382352941176,0.34816176470588234,0.2671428571428572,0.15667862566490687,0.7242857142857143
within,httprequest,MLPSMOTE,97.0,46.0,4.0,14.0,0.2479365079365079,0.8,0.6893382352941176,0.37316176470588236,0.36683982683982685,0.31242774814693935,0.7611904761904762
within,httprequest,MLPrandomover,95.0,48.0,5.0,13.0,0.24047619047619045,0.7,0.6705882352941177,0.37941176470588234,0.34793650793650793,0.2610080162000028,0.7483333333333333
within,httprequest,MLP,143.0,0.0,18.0,0.0,0.0,0.0,0.8882352941176471,0.0,0.0,0.0,0.30333333333333334
within,httprequest,MLPADASYN,104.0,39.0,7.0,11.0,0.2145238095238095,0.55,0.7139705882352941,0.3110294117647059,0.305952380952381,0.20510330739805444,0.6680952380952381
within,wro4j,naiveBayesBorderlineSMOTE,77.0,1010.0,0.0,16.0,0.015653190673481237,1.0,0.08426699426699427,0.9302293202293201,0.030777333214377277,0.033009401253350036,0.3868416581719334
within,wro4j,naiveBayesSMOTE,78.0,1009.0,0.0,16.0,0.015662897526519483,1.0,0.08517608517608519,0.9293202293202292,0.03079636995528723,0.03318616943770979,0.6966785592932381
within,wro4j,naiveBayesrandomover,89.0,998.0,1.0,15.0,0.01480669505233948,0.95,0.09419328419328418,0.9185012285012284,0.02911143093779143,0.01867123584168626,0.7209989806320081
within,wro4j,naiveBayes,1087.0,0.0,16.0,0.0,0.0,0.0,0.9855036855036856,0.0,0.0,0.0,0.7205232755691472
within,wro4j,naiveBayesADASYN,130.0,957.0,0.0,16.0,0.017217914367412927,1.0,0.13244881244881243,0.882047502047502,0.03375443194533095,0.043823776891412536,0.7347986748216107
within,wro4j,decisionTreeBorderlineSMOTE,1084.0,3.0,13.0,3.0,0.25,0.25,0.9855036855036856,0.005454545454545455,0.2333333333333333,0.23946770318269656,0.8178856608902481
within,wro4j,decisionTreeSMOTE,1079.0,8.0,14.0,2.0,0.13333333333333333,0.1,0.98006552006552,0.009074529074529073,0.10666666666666666,0.10399105317252125,0.6178707951070337
within,wro4j,decisionTreerandomover,1079.0,8.0,12.0,4.0,0.13999999999999999,0.25,0.9818837018837019,0.010892710892710891,0.1738095238095238,0.17906830677284452,0.6215447672443085
within,wro4j,decisionTree,1078.0,9.0,8.0,8.0,0.39,0.55,0.9846109746109747,0.015421785421785423,0.4438095238095238,0.45093064700918434,0.7671805980292218
within,wro4j,decisionTreeADASYN,1070.0,17.0,12.0,4.0,0.17833333333333332,0.25,0.9737100737100738,0.019049959049959053,0.2019047619047619,0.19786620313965939,0.6375806999660211
within,wro4j,randomForestBorderlineSMOTE,1085.0,2.0,10.0,6.0,0.31666666666666665,0.35,0.989140049140049,0.007256347256347257,0.32999999999999996,0.33035334013138273,0.9177391267414204
within,wro4j,randomForestSMOTE,1084.0,3.0,13.0,3.0,0.13999999999999999,0.15,0.9855036855036856,0.005454545454545455,0.12380952380952381,0.13274652627675212,0.9267116887529733
within,wro4j,randomForestnearmissunder1,226.0,861.0,3.0,13.0,0.01509098572859422,0.85,0.2168304668304668,0.7922276822276823,0.029570439832021827,0.007367545010948859,0.7789500509683995
within,wro4j,randomForestrandomunder,650.0,437.0,3.0,13.0,0.029413902825357795,0.85,0.6009090909090908,0.4081818181818182,0.05653013078297904,0.10485292691687194,0.8854442745497793
within,wro4j,randomForestrandomover,1084.0,3.0,8.0,8.0,0.55,0.55,0.99004914004914,0.009983619983619985,0.5333333333333333,0.5391498894960657,0.9040711009174313
within,wro4j,randomForest,1086.0,1.0,11.0,5.0,0.36666666666666664,0.35,0.989140049140049,0.005454545454545455,0.3466666666666666,0.35165634115456307,0.898449711179069
within,wro4j,randomForestnearmissunder2,117.0,970.0,2.0,14.0,0.014110669268832088,0.9,0.11873054873054871,0.8921457821457821,0.027748579133555367,-0.0023762571929168393,0.7755181787291878
within,wro4j,randomForestADASYN,1084.0,3.0,13.0,3.0,0.13999999999999999,0.15,0.9855036855036856,0.005454545454545455,0.12380952380952381,0.13274652627675212,0.9271619096160381
within,wro4j,randomForestnearmissunder3,500.0,587.0,3.0,13.0,0.02241826520563474,0.85,0.46500409500409495,0.544054054054054,0.04354245958121849,0.07038289702260557,0.7171168875297316
within,wro4j,SVMBorderlineSMOTE,982.0,105.0,11.0,5.0,0.04434523809523809,0.25,0.8948484848484848,0.0996969696969697,0.0740151515151515,0.07217831999495383,0.4999490316004077
within,wro4j,SVMSMOTE,812.0,275.0,7.0,9.0,0.03010679829754163,0.5,0.7442997542997543,0.2575184275184275,0.056527779979392886,0.07338678408084848,0.709467380224261
within,wro4j,SVMrandomover,788.0,299.0,7.0,9.0,0.028488971730351042,0.5,0.7225880425880427,0.27923013923013923,0.05372667953313115,0.06678204895265244,0.7305682976554537
within,wro4j,SVM,1087.0,0.0,16.0,0.0,0.0,0.0,0.9855036855036856,0.0,0.0,0.0,0.7218102276588515
within,wro4j,SVMADASYN,808.0,279.0,7.0,9.0,0.03023214385768403,0.5,0.7406633906633907,0.2611547911547912,0.05684461183858175,0.07311185707282507,0.7278627251104315
within,wro4j,adaboostBorderlineSMOTE,1080.0,7.0,13.0,3.0,0.15,0.15,0.9818837018837019,0.009074529074529075,0.13333333333333333,0.1358513039389864,0.8780644750254843
within,wro4j,adaboostSMOTE,1054.0,33.0,12.0,4.0,0.09857142857142857,0.25,0.9592219492219491,0.03355446355446355,0.1277777777777778,0.13220430116549156,0.8384089364593953
within,wro4j,adaboostrandomover,1008.0,79.0,7.0,9.0,0.11966513878278584,0.65,0.9220475020475021,0.0798034398034398,0.18914786967418545,0.2428239596817793,0.8357755691471288
within,wro4j,adaboost,1086.0,1.0,13.0,3.0,0.2,0.15,0.9873218673218673,0.0036363636363636364,0.16666666666666666,0.1694681386378592,0.8394495412844037
within,wro4j,adaboostADASYN,1057.0,30.0,13.0,3.0,0.07857142857142857,0.15,0.9610155610155611,0.02994266994266994,0.09444444444444444,0.08743096599624295,0.8324456337071016
within,wro4j,MLPBorderlineSMOTE,1012.0,75.0,12.0,4.0,0.052692307692307684,0.2,0.9211793611793612,0.07156429156429156,0.08119047619047619,0.07532510678054938,0.5442618076792388
within,wro4j,MLPSMOTE,789.0,298.0,8.0,8.0,0.025691176470588235,0.45,0.7224651924651925,0.2775675675675676,0.04841581076875194,0.05330206831563389,0.7077726809378185
within,wro4j,MLPrandomover,749.0,338.0,6.0,10.0,0.030092613622025387,0.55,0.6880589680589682,0.3155773955773956,0.05678357302499178,0.07316868586532237,0.7531175671083928
within,wro4j,MLP,1087.0,0.0,16.0,0.0,0.0,0.0,0.9855036855036856,0.0,0.0,0.0,0.5634046890927624
within,wro4j,MLPADASYN,797.0,290.0,8.0,8.0,0.02707792207792208,0.45,0.7296887796887797,0.27034398034398033,0.05078407284289636,0.056813350263655846,0.7091743119266055
within,hector,naiveBayesBorderlineSMOTE,81.0,7.0,20.0,13.0,0.4833333333333333,0.41666666666666663,0.7775641025641026,0.16538461538461538,0.43999999999999995,0.33178127751850583,0.8135416666666666
within,hector,naiveBayesSMOTE,82.0,6.0,20.0,13.0,0.5333333333333333,0.41666666666666663,0.785897435897436,0.15705128205128205,0.4499999999999999,0.3581846853304991,0.8262731481481481
within,hector,naiveBayesrandomover,82.0,6.0,20.0,13.0,0.5333333333333333,0.41666666666666663,0.785897435897436,0.15705128205128205,0.4499999999999999,0.3581846853304991,0.825925925925926
within,hector,naiveBayes,88.0,0.0,33.0,0.0,0.0,0.0,0.7275641025641026,0.0,0.0,0.0,0.825925925925926
within,hector,naiveBayesADASYN,60.0,28.0,12.0,21.0,0.4606060606060606,0.625,0.6692307692307692,0.40705128205128205,0.4828571428571428,0.29914217089323925,0.8296296296296296
within,hector,decisionTreeBorderlineSMOTE,82.0,6.0,7.0,26.0,0.8616666666666667,0.8,0.8916666666666668,0.2641025641025641,0.7895238095238095,0.7520290142661789,0.8568287037037038
within,hector,decisionTreeSMOTE,77.0,11.0,6.0,27.0,0.7333333333333334,0.825,0.8583333333333334,0.3141025641025641,0.767063492063492,0.6771502056355565,0.8702546296296296
within,hector,decisionTreerandomover,78.0,10.0,9.0,24.0,0.75,0.725,0.8435897435897436,0.28012820512820513,0.7202380952380951,0.6267097665293997,0.80625
within,hector,decisionTree,78.0,10.0,6.0,27.0,0.7683333333333333,0.8333333333333333,0.8673076923076923,0.30641025641025643,0.7809523809523808,0.7077410968145127,0.880787037037037
within,hector,decisionTreeADASYN,77.0,11.0,7.0,26.0,0.7571428571428571,0.8,0.8506410256410255,0.30641025641025643,0.7412987012987013,0.6703337606883207,0.8761574074074074
within,hector,randomForestBorderlineSMOTE,76.0,12.0,8.0,25.0,0.7433333333333334,0.7833333333333333,0.8346153846153846,0.3057692307692308,0.7273015873015873,0.6415615333785547,0.9306712962962962
within,hector,randomForestSMOTE,75.0,13.0,7.0,26.0,0.7578571428571428,0.8083333333333332,0.8346153846153846,0.32243589743589746,0.7416666666666666,0.6616871845577255,0.9480324074074075
within,hector,randomForestnearmissunder1,72.0,16.0,8.0,25.0,0.6828571428571429,0.7833333333333333,0.8019230769230768,0.3384615384615385,0.6880952380952381,0.5883578637670053,0.8825231481481481
within,hector,randomForestrandomunder,70.0,18.0,4.0,29.0,0.6975,0.8916666666666666,0.8185897435897436,0.38846153846153847,0.7504184704184704,0.6651298087319033,0.9585648148148149
within,hector,randomForestrandomover,79.0,9.0,8.0,25.0,0.8,0.7666666666666666,0.8583333333333334,0.28076923076923077,0.7316666666666667,0.6783977831623392,0.947337962962963
within,hector,randomForest,84.0,4.0,9.0,24.0,0.8666666666666666,0.75,0.8923076923076924,0.23141025641025642,0.78,0.7322680739643858,0.9417824074074075
within,hector,randomForestnearmissunder2,70.0,18.0,8.0,25.0,0.6625,0.7666666666666666,0.7858974358974359,0.35320512820512817,0.6723232323232323,0.5651392240524757,0.8846064814814815
within,hector,randomForestADASYN,74.0,14.0,8.0,25.0,0.7361904761904762,0.775,0.8179487179487179,0.32243589743589746,0.708968253968254,0.6223123432171083,0.9439814814814815
within,hector,randomForestnearmissunder3,76.0,12.0,6.0,27.0,0.7828571428571428,0.8333333333333333,0.8519230769230768,0.3217948717948718,0.7605555555555557,0.7002202200769573,0.9293981481481481
within,hector,SVMBorderlineSMOTE,66.0,22.0,10.0,23.0,0.6269047619047619,0.7083333333333333,0.7365384615384615,0.3717948717948718,0.6101875901875903,0.47347164231273153,0.8255787037037037
within,hector,SVMSMOTE,68.0,20.0,11.0,22.0,0.5958333333333332,0.675,0.7442307692307693,0.3461538461538461,0.5847041847041847,0.4512360542267685,0.8153935185185185
within,hector,SVMrandomover,69.0,19.0,10.0,23.0,0.5761904761904761,0.7083333333333333,0.760897435897436,0.34615384615384615,0.6119047619047618,0.4729632992678142,0.8407407407407407
within,hector,SVM,83.0,5.0,21.0,12.0,0.65,0.375,0.7852564102564102,0.13974358974358975,0.4538095238095238,0.3823326284221813,0.8416666666666666
within,hector,SVMADASYN,67.0,21.0,5.0,28.0,0.6436904761904763,0.8583333333333332,0.7865384615384615,0.40384615384615385,0.7129004329004329,0.5969383150003521,0.8393518518518519
within,hector,adaboostBorderlineSMOTE,75.0,13.0,5.0,28.0,0.7545238095238096,0.8416666666666666,0.85,0.3391025641025641,0.7735714285714286,0.691330493192676,0.9047453703703704
within,hector,adaboostSMOTE,74.0,14.0,7.0,26.0,0.7278571428571429,0.7916666666666666,0.8256410256410257,0.3301282051282052,0.7303174603174603,0.6348950623293372,0.8987847222222222
within,hector,adaboostrandomover,76.0,12.0,7.0,26.0,0.7578571428571429,0.8,0.8416666666666666,0.3141025641025641,0.7495238095238096,0.6662517131025576,0.9087962962962963
within,hector,adaboost,78.0,10.0,9.0,24.0,0.675,0.75,0.8416666666666666,0.28076923076923077,0.6966666666666667,0.6234940100286561,0.9017939814814815
within,hector,adaboostADASYN,72.0,16.0,7.0,26.0,0.7145238095238096,0.7916666666666666,0.808974358974359,0.3467948717948718,0.7192063492063492,0.6148310758984004,0.9094907407407409
within,hector,MLPBorderlineSMOTE,58.0,30.0,6.0,27.0,0.505,0.8333333333333333,0.7032051282051281,0.4717948717948718,0.6176479076479077,0.4530924340659584,0.7773148148148148
within,hector,MLPSMOTE,64.0,24.0,8.0,25.0,0.5661904761904762,0.7666666666666666,0.7365384615384616,0.40384615384615385,0.6275613275613274,0.475443665253802,0.8068287037037039
within,hector,MLPrandomover,65.0,23.0,8.0,25.0,0.5733333333333334,0.7666666666666666,0.7442307692307693,0.3961538461538462,0.6330158730158729,0.48573055525127484,0.8096064814814815
