,tn,fp,fn,tp,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_roc_score
0,143.0,24.0,1.0,1.0,0.04,0.5,0.8520710059171598,0.14792899408284024,0.07407407407407407,0.10852317160764226,0.8233532934131736
1,156.0,11.0,0.0,1.0,0.08333333333333333,1.0,0.9345238095238095,0.07142857142857142,0.15384615384615385,0.27900593430471243,0.9580838323353293
2,157.0,10.0,0.0,1.0,0.09090909090909091,1.0,0.9404761904761905,0.06547619047619048,0.16666666666666669,0.29234471565400666,1.0
3,154.0,12.0,0.0,2.0,0.14285714285714285,1.0,0.9285714285714286,0.08333333333333333,0.25,0.3640468657768223,0.9879518072289156
4,140.0,26.0,0.0,2.0,0.07142857142857142,1.0,0.8452380952380952,0.16666666666666666,0.13333333333333333,0.245440346836908,0.9156626506024096
5,156.0,10.0,1.0,1.0,0.09090909090909091,0.5,0.9345238095238095,0.06547619047619048,0.15384615384615385,0.1928135919116905,0.9156626506024096
6,149.0,17.0,0.0,2.0,0.10526315789473684,1.0,0.8988095238095238,0.1130952380952381,0.1904761904761905,0.30738118996070884,0.9698795180722892
7,149.0,17.0,1.0,1.0,0.05555555555555555,0.5,0.8928571428571429,0.10714285714285714,0.09999999999999999,0.13941933511538515,0.924698795180723
8,153.0,13.0,1.0,1.0,0.07142857142857142,0.5,0.9166666666666666,0.08333333333333333,0.125,0.1654758480803738,0.6897590361445783
9,146.0,20.0,1.0,1.0,0.047619047619047616,0.5,0.875,0.125,0.08695652173913042,0.12446097204675335,0.6054216867469879
10,1503.0,160.0,5.0,13.0,0.0799303561935141,0.75,0.9018737672583826,0.10288813750352213,0.14341990939817026,0.22189119712950034,0.8790473270326815
