,tn,fp,fn,tp,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_roc_score
0,31.0,23.0,0.0,1.0,0.041666666666666664,1.0,0.5818181818181818,0.43636363636363634,0.07999999999999999,0.15466012118972283,0.9444444444444444
1,26.0,28.0,0.0,1.0,0.034482758620689655,1.0,0.4909090909090909,0.5272727272727272,0.06666666666666667,0.12885189058084473,0.962962962962963
2,21.0,32.0,0.0,2.0,0.058823529411764705,1.0,0.41818181818181815,0.6181818181818182,0.1111111111111111,0.1526677313056691,0.8396226415094339
3,41.0,12.0,2.0,0.0,0.0,0.0,0.7454545454545455,0.21818181818181817,0.0,-0.1026203421376462,0.7547169811320755
4,37.0,16.0,0.0,1.0,0.058823529411764705,1.0,0.7037037037037037,0.3148148148148148,0.1111111111111111,0.20264620104233966,0.9811320754716981
5,44.0,9.0,0.0,1.0,0.1,1.0,0.8333333333333334,0.18518518518518517,0.18181818181818182,0.28812994971805395,0.9622641509433961
6,44.0,9.0,1.0,0.0,0.0,0.0,0.8148148148148148,0.16666666666666666,0.0,-0.06142951168339512,0.6415094339622642
7,38.0,15.0,0.0,1.0,0.0625,1.0,0.7222222222222222,0.2962962962962963,0.11764705882352941,0.21168684596525356,1.0
8,25.0,28.0,0.0,1.0,0.034482758620689655,1.0,0.48148148148148145,0.5370370370370371,0.06666666666666667,0.12753608187321183,0.9056603773584906
9,45.0,8.0,0.0,1.0,0.1111111111111111,1.0,0.8518518518518519,0.16666666666666666,0.19999999999999998,0.3071475584169756,1.0
10,352.0,180.0,3.0,9.0,0.050189035384268645,0.8,0.6643771043771045,0.3466666666666666,0.09350207961972667,0.140927652627103,0.8992313067784765
